"OrderID";"Tanggal";"Nama_Produk";"Jumlah";"Harga";"Harga_Unit";"Sumber_Order";"Nama_Pelanggan";"Nomor_WA"
"ORD102432";"2025-07-06";"Nasi box vegan";3;90000;30000;"Instagram";"Laras Harto";86156793341
"ORD101152";"2025-06-25";"Nasi Box Ayam";2;70000;35000;"WhatsApp";"Andi Pratama";83494937597
"ORD100273";"2025-09-02";"Nasi Box Ayam";2;30000;15000;"WhatsApp";"Citra Santoso";80623120387
"ORD102205";"2025-08-14";"Snack Box";2;40000;20000;"Instagram";"Rina Harto";81438424981
"ORD101464";"2025-07-02";"Soup sayur";2;40000;20000;"WhatsApp";"Eka Harto";82786801128
"ORD100611";"2025-09-29";"Soup Sayur";1;20000;20000;"WhatsApp";"Sari Saputra";83536541951
"ORD100111";"2025-08-14";"Salad Ayam";1;35000;35000;"WhatsApp";"Gita Budiyanto";87262473178
"ORD100048";"2025-08-04";"Nasi Box Ayam";1;25000;25000;"Instagram";"Sari Harto";86081062003
"ORD101843";"2025-04-14";"Soup Sayur";1;20000;20000;"Instagram";"Nina Saputra";87116845775
"ORD101354";"2025-04-12";"Salad Ayam";1;35000;35000;"Instagram";"Fajar Saputra";87288574489
"ORD100278";"2025-06-25";"Nasi Box Ayam";1;35000;35000;"Instagram";"Laras Wijaya";82694486959
"ORD102207";"2025-06-30";"Snack Box";2;50000;25000;"Instagram";"Putu Pratama";88416169284
"ORD101915";"2025-09-06";"Nasi box vegan";4;100000;25000;"Instagram";"Fajar Wicaksono";86365564729
"ORD101794";"2025-09-11";"Nasi Box Ayam";1;25000;25000;"Instagram";"Gita Permana";86884443106
"ORD101573";"2025-07-28";"Nasi box vegan";1;30000;30000;"WhatsApp";"Eka Permana";81491357759
"ORD100363";"2025-07-23";"Nasi box vegan";1;35000;35000;"WhatsApp";"Joko Kusuma";84519832731
"ORD102084";"2025-05-11";"Snack box";1;20000;20000;"Instagram";"Joko Harto";83699577738
"ORD100107";"2025-07-02";"Snack box";2;50000;25000;"Instagram";"Nina Wicaksono";85289539264
"ORD102442";"2025-05-07";"Nasi box vegan";1;25000;25000;"WhatsApp";"Citra Saputra";86687002176
"ORD101711";"2025-08-14";"Snack box";1;15000;15000;"Instagram";"Budi Kusuma";87289623091
"ORD101935";"2025-07-23";"Nasi Box Ayam";1;30000;30000;"WhatsApp";"Sari Putri";85135346554
"ORD101250";"2025-04-04";"Nasi Box Vegan";1;30000;30000;"Instagram";"Kiki Pratama";89428434795
"ORD101199";"2025-09-13";"Soup sayur";5;100000;20000;"Instagram";"Tono Santoso";82294131869
"ORD101314";"2025-09-03";"Nasi Box Vegan";1;25000;25000;"WhatsApp";"Ochi Harto";84431351823
"ORD100142";"2025-04-24";"Nasi box vegan";1;30000;30000;"Instagram";"Hadi Pratama";81585064317
"ORD101146";"2025-09-11";"Soup Sayur";3;75000;25000;"Instagram";"Maya Permana";81779717751
"ORD101111";"2025-06-27";"Soup Sayur";1;20000;20000;"WhatsApp";"Gita Wijaya";81219656523
"ORD101904";"2025-04-10";"Soup Sayur";2;40000;20000;"Instagram";"Laras Pratama";82696582710
"ORD102348";"2025-05-03";"Soup Sayur";5;125000;25000;"Instagram";"Tono Permana";81438663227
"ORD100240";"2025-09-02";"Nasi Box Ayam";4;100000;25000;"WhatsApp";"Ochi Harto";84431351823
"ORD101569";"2025-05-15";"Salad Ayam";1;40000;40000;"WhatsApp";"Rina Wijaya";82191361939
"ORD101462";"2025-04-06";"Snack Box";1;25000;25000;"Instagram";"Ika Permana";88156149784
"ORD102477";"2025-04-07";"Soup Sayur";1;20000;20000;"Instagram";"Laras Kusuma";88262045053
"ORD100060";"2025-04-04";"snack box";1;15000;15000;"Instagram";"Maya Permana";81779717751
"ORD100842";"2025-04-24";"Nasi Box Ayam";2;40000;20000;"WhatsApp";"Rina Harto";86022356972
"ORD101405";"2025-06-30";"Soup sayur";1;20000;20000;"Instagram";"Putu Santoso";82895171870
"ORD101799";"2025-09-29";"Nasi box vegan";3;75000;25000;"WhatsApp";"Putu Wicaksono";84348734714
"ORD101887";"2025-04-12";"snack box";2;40000;20000;"WhatsApp";"Sari Permana";83918785191
"ORD101731";"2025-05-03";"Soup sayur";2;40000;20000;"WhatsApp";"Dewi Kusuma";81485646799
"ORD101684";"2025-06-16";"Salad Ayam";1;30000;30000;"Instagram";"Fajar Saputra";89495888794
"ORD101125";"2025-04-03";"Nasi Box Ayam";2;30000;15000;"Instagram";"Dewi Wicaksono";82233206163
"ORD101986";"2025-04-16";"Soup Sayur";1;25000;25000;"Instagram";"Hadi Permana";89596292330
"ORD100564";"2025-06-27";"Soup Sayur";1;20000;20000;"Instagram";"Putu Budiyanto";80913431611
"ORD102139";"2025-06-13";"Soup Sayur";1;25000;25000;"Instagram";"Tono Wijaya";88033974014
"ORD100529";"2025-05-25";"Nasi box vegan";2;50000;25000;"Instagram";"Eka Santoso";85061497310
"ORD100707";"2025-07-26";"Nasi Box Ayam";2;70000;35000;"WhatsApp";"Ochi Putri";86284987769
"ORD100014";"2025-08-23";"Salad Ayam";1;15000;15000;"Instagram";"Ochi Pratama";84691373678
"ORD102012";"2025-06-03";"Soup Sayur";1;20000;20000;"Instagram";"Ochi Harto";87407482175
"ORD100204";"2025-08-30";"Nasi Box Vegan";1;30000;30000;"Instagram";"Rina Saputra";87749649909
"ORD100827";"2025-09-26";"Salad Ayam";1;20000;20000;"WhatsApp";"Budi Kusuma";88050097882
"ORD101835";"2025-05-18";"Snack box";4;80000;20000;"Instagram";"Andi Harto";86184992618
"ORD100084";"2025-07-16";"snack box";1;25000;25000;"Instagram";"Rina Saputra";87749649909
"ORD102160";"2025-08-09";"Soup Sayur";1;25000;25000;"Instagram";"Kiki Kusuma";80515186449
"ORD100958";"2025-06-20";"Snack Box";3;60000;20000;"WhatsApp";"Dewi Pratama";84303911718
"ORD100504";"2025-05-31";"Salad Ayam";1;40000;40000;"Instagram";"Andi Harto";83006848666
"ORD101228";"2025-04-20";"Soup Sayur";1;20000;20000;"WhatsApp";"Eka Wicaksono";85304637454
"ORD100230";"2025-09-28";"Soup sayur";1;20000;20000;"Instagram";"Maya Permana";81779717751
"ORD101298";"2025-04-27";"Soup Sayur";2;50000;25000;"Instagram";"Uli Kusuma";85604661839
"ORD102389";"2025-07-25";"Soup sayur";1;20000;20000;"WhatsApp";"Putu Putri";85135521570
"ORD102109";"2025-08-16";"Nasi Box Vegan";2;50000;25000;"Instagram";"Eka Saputra";88018242253
"ORD101907";"2025-04-11";"Nasi Box Vegan";1;35000;35000;"Instagram";"Hadi Saputra";82266093796
"ORD101463";"2025-06-30";"Snack Box";1;20000;20000;"Instagram";"Fajar Kusuma";84057202590
"ORD102337";"2025-08-17";"Nasi Box Ayam";1;30000;30000;"Instagram";"Gita Kusuma";86907844736
"ORD100587";"2025-04-27";"Nasi Box Vegan";2;70000;35000;"Instagram";"Fajar Harto";84204380571
"ORD101991";"2025-05-19";"Nasi Box Ayam";3;75000;25000;"Instagram";"Laras Pratama";82312432921
"ORD100956";"2025-09-10";"Nasi box vegan";1;35000;35000;"Instagram";"Andi Kusuma";89861622999
"ORD100711";"2025-06-20";"Nasi Box Ayam";3;90000;30000;"WhatsApp";"Joko Budiyanto";82366299468
"ORD101532";"2025-09-11";"Nasi box vegan";2;50000;25000;"Instagram";"Hadi Harto";83333952111
"ORD102392";"2025-05-21";"Nasi Box Ayam";2;40000;20000;"Instagram";"Tono Permana";87452991241
"ORD102094";"2025-07-13";"Salad Ayam";3;90000;30000;"Instagram";"Citra Wicaksono";80462265676
"ORD101454";"2025-05-03";"Snack Box";1;20000;20000;"WhatsApp";"Andi Pratama";83494937597
"ORD101664";"2025-08-02";"Nasi Box Ayam";2;40000;20000;"Instagram";"Ochi Pratama";84691373678
"ORD101330";"2025-06-30";"Salad Ayam";3;90000;30000;"Instagram";"Maya Wijaya";82034717545
"ORD101852";"2025-04-19";"Soup Sayur";1;25000;25000;"Instagram";"Maya Santoso";86474687234
"ORD100646";"2025-09-28";"Soup sayur";1;25000;25000;"Instagram";"Sari Harto";81241182449
"ORD100004";"2025-07-25";"Salad Ayam";1;15000;15000;"Instagram";"Laras Harto";81199867980
"ORD102289";"2025-07-25";"Salad Ayam";1;40000;40000;"Instagram";"Eka Putri";80969029593
"ORD101903";"2025-05-22";"Nasi Box Ayam";1;25000;25000;"Instagram";"Nina Wijaya";88324210249
"ORD101196";"2025-04-28";"Soup Sayur";1;20000;20000;"WhatsApp";"Sari Harto";86081062003
"ORD100093";"2025-09-05";"Nasi box vegan";1;25000;25000;"Instagram";"Gita Permana";86884443106
"ORD101884";"2025-04-13";"Soup sayur";2;50000;25000;"Instagram";"Tono Wijaya";88033974014
"ORD100891";"2025-07-31";"Nasi Box Vegan";1;25000;25000;"Instagram";"Tono Permana";81438663227
"ORD100037";"2025-08-19";"Soup sayur";1;20000;20000;"WhatsApp";"Sari Budiyanto";83171210032
"ORD101537";"2025-05-08";"Nasi box vegan";2;50000;25000;"WhatsApp";"Putu Pratama";88416169284
"ORD102162";"2025-05-01";"Nasi Box Ayam";2;30000;15000;"Instagram";"Laras Santoso";85415667652
"ORD101873";"2025-06-01";"Snack box";1;25000;25000;"WhatsApp";"Tono Permana";81034131647
"ORD101355";"2025-06-14";"Nasi Box Ayam";3;45000;15000;"WhatsApp";"Putu Putri";85135521570
"ORD102476";"2025-08-17";"Salad Ayam";5;150000;30000;"Instagram";"Rina Permana";88578652785
"ORD102321";"2025-08-20";"Nasi box vegan";4;100000;25000;"WhatsApp";"Citra Permana";86111554262
"ORD100929";"2025-06-26";"Soup Sayur";2;50000;25000;"WhatsApp";"Citra Budiyanto";89092753269
"ORD100825";"2025-09-01";"Soup Sayur";2;40000;20000;"WhatsApp";"Gita Budiyanto";87262473178
"ORD101157";"2025-08-18";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Andi Kusuma";88215064890
"ORD102152";"2025-07-02";"Nasi box vegan";1;30000;30000;"Instagram";"Budi Putri";81355690927
"ORD102497";"2025-08-23";"Soup Sayur";1;25000;25000;"Instagram";"Dewi Wijaya";83055488510
"ORD101142";"2025-09-18";"Soup Sayur";5;125000;25000;"Instagram";"Nina Santoso";84223253672
"ORD101526";"2025-07-11";"Nasi Box Ayam";1;25000;25000;"Instagram";"Tono Permana";80103105183
"ORD100615";"2025-04-22";"Salad Ayam";1;40000;40000;"WhatsApp";"Budi Permana";80548687403
"ORD100069";"2025-09-16";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Ochi Putri";83184322259
"ORD100586";"2025-06-15";"Soup Sayur";1;20000;20000;"WhatsApp";"Laras Kusuma";83327279568
"ORD100356";"2025-08-13";"Snack box";1;15000;15000;"Instagram";"Maya Kusuma";81463031617
"ORD102049";"2025-09-19";"Soup sayur";5;125000;25000;"Instagram";"Citra Harto";85089935889
"ORD100585";"2025-08-03";"Soup Sayur";1;20000;20000;"Instagram";"Ochi Harto";84905814770
"ORD101006";"2025-05-18";"Nasi Box Ayam";1;30000;30000;"Instagram";"Ochi Pratama";84691373678
"ORD100601";"2025-08-05";"Salad Ayam";1;35000;35000;"Instagram";"Nina Putri";83445655743
"ORD102294";"2025-08-07";"Snack box";1;20000;20000;"Instagram";"Joko Wicaksono";86870146263
"ORD102180";"2025-09-26";"Nasi Box Vegan";1;25000;25000;"Instagram";"Citra Harto";85623285884
"ORD101972";"2025-08-28";"Nasi Box Vegan";1;30000;30000;"Instagram";"Fajar Pratama";86527047743
"ORD102168";"2025-08-20";"Salad Ayam";2;60000;30000;"Instagram";"Citra Pratama";82064361103
"ORD100221";"2025-07-13";"Nasi Box Ayam";2;60000;30000;"WhatsApp";"Maya Santoso";85297516136
"ORD100784";"2025-07-25";"Nasi Box Vegan";1;30000;30000;"Instagram";"Laras Harto";86156793341
"ORD100556";"2025-07-12";"Salad Ayam";1;30000;30000;"WhatsApp";"Gita Permana";84123281206
"ORD101730";"2025-04-26";"Nasi Box Ayam";1;30000;30000;"Instagram";"Dewi Wijaya";85447962757
"ORD100739";"2025-07-29";"Soup Sayur";1;20000;20000;"WhatsApp";"Gita Pratama";85609320489
"ORD102361";"2025-09-12";"Nasi Box Ayam";1;35000;35000;"WhatsApp";"Nina Wicaksono";80656272980
"ORD100501";"2025-06-19";"Nasi Box Vegan";4;100000;25000;"Instagram";"Maya Pratama";89916247314
"ORD100671";"2025-09-30";"Nasi Box Ayam";3;90000;30000;"Instagram";"Andi Pratama";83494937597
"ORD100598";"2025-07-30";"Snack Box";2;40000;20000;"Instagram";"Tono Permana";80848872563
"ORD100265";"2025-07-20";"Soup Sayur";1;25000;25000;"WhatsApp";"Joko Budiyanto";82366299468
"ORD101823";"2025-07-22";"snack box";3;45000;15000;"Instagram";"Eka Permana";81491357759
"ORD100456";"2025-08-08";"Nasi Box Ayam";5;125000;25000;"WhatsApp";"Andi Pratama";85169409749
"ORD101787";"2025-06-16";"Nasi Box Ayam";2;70000;35000;"WhatsApp";"Tono Pratama";86213721386
"ORD101131";"2025-06-11";"Soup Sayur";1;20000;20000;"WhatsApp";"Sari Pratama";86218501631
"ORD100101";"2025-07-30";"Nasi Box Ayam";1;25000;25000;"Instagram";"Laras Putri";82885158799
"ORD101068";"2025-06-09";"snack box";4;100000;25000;"Instagram";"Maya Harto";80376137918
"ORD101279";"2025-09-21";"snack box";2;40000;20000;"WhatsApp";"Fajar Wijaya";87525007432
"ORD101124";"2025-09-12";"Nasi Box Ayam";1;25000;25000;"Instagram";"Uli Kusuma";85604661839
"ORD100364";"2025-05-30";"Snack box";1;15000;15000;"WhatsApp";"Maya Permana";86887258874
"ORD101424";"2025-07-19";"Salad Ayam";2;70000;35000;"Instagram";"Laras Saputra";81595148465
"ORD102233";"2025-04-17";"Nasi Box Ayam";1;30000;30000;"Instagram";"Ochi Harto";87407482175
"ORD101885";"2025-06-30";"Soup sayur";1;25000;25000;"WhatsApp";"Maya Wijaya";82034717545
"ORD100095";"2025-07-15";"Salad Ayam";1;25000;25000;"Instagram";"Laras Wicaksono";88713315098
"ORD101867";"2025-07-23";"Nasi Box Ayam";1;35000;35000;"WhatsApp";"Nina Pratama";89401399049
"ORD100645";"2025-05-12";"Nasi Box Ayam";1;15000;15000;"Instagram";"Maya Permana";86887258874
"ORD101322";"2025-05-15";"Salad Ayam";2;60000;30000;"Instagram";"Kiki Pratama";89428434795
"ORD101011";"2025-09-05";"Nasi Box Ayam";1;35000;35000;"Instagram";"Maya Permana";86887258874
"ORD102171";"2025-09-05";"Salad Ayam";2;60000;30000;"Instagram";"Hadi Wicaksono";89473834735
"ORD101811";"2025-04-11";"Salad Ayam";1;40000;40000;"Instagram";"Hadi Kusuma";85590599293
"ORD101508";"2025-04-27";"Nasi Box Ayam";1;15000;15000;"Instagram";"Kiki Kusuma";89706296201
"ORD101476";"2025-09-15";"Soup Sayur";1;25000;25000;"WhatsApp";"Joko Santoso";85411526218
"ORD100765";"2025-05-16";"Soup Sayur";1;25000;25000;"Instagram";"Fajar Wijaya";83348039652
"ORD100236";"2025-08-03";"Nasi Box Vegan";2;60000;30000;"Instagram";"Gita Kusuma";80053293183
"ORD101310";"2025-09-28";"Soup sayur";1;20000;20000;"Instagram";"Citra Wicaksono";80462265676
"ORD102317";"2025-04-10";"Soup Sayur";1;20000;20000;"WhatsApp";"Sari Kusuma";80260127961
"ORD100940";"2025-08-14";"Soup Sayur";3;60000;20000;"Instagram";"Citra Budiyanto";85188888067
"ORD102310";"2025-05-12";"Nasi Box Ayam";3;45000;15000;"Instagram";"Citra Budiyanto";85188888067
"ORD102184";"2025-07-09";"Soup Sayur";1;20000;20000;"Instagram";"Citra Putri";86788861015
"ORD101393";"2025-09-14";"Salad Ayam";1;35000;35000;"WhatsApp";"Kiki Pratama";86258815371
"ORD102130";"2025-05-25";"Nasi Box Ayam";1;25000;25000;"Instagram";"Laras Kusuma";83327279568
"ORD102056";"2025-07-10";"Soup Sayur";4;80000;20000;"Instagram";"Maya Putri";82444721264
"ORD102183";"2025-08-23";"Nasi Box Ayam";1;35000;35000;"Instagram";"Nina Wijaya";88324210249
"ORD101266";"2025-05-19";"Nasi Box Ayam";2;60000;30000;"WhatsApp";"Fajar Saputra";87288574489
"ORD100068";"2025-04-27";"Nasi Box Ayam";2;40000;20000;"Instagram";"Tono Kusuma";87278755886
"ORD101453";"2025-07-28";"Salad Ayam";1;35000;35000;"Instagram";"Fajar Wicaksono";86365564729
"ORD101076";"2025-08-15";"Soup Sayur";1;20000;20000;"WhatsApp";"Maya Saputra";85061809190
"ORD102272";"2025-04-09";"Snack box";4;80000;20000;"Instagram";"Fajar Santoso";85930407859
"ORD101080";"2025-04-16";"snack box";1;25000;25000;"Instagram";"Sari Permana";86134074517
"ORD101851";"2025-04-02";"Soup Sayur";4;80000;20000;"Instagram";"Fajar Wicaksono";88681447394
"ORD102273";"2025-08-06";"Soup Sayur";1;20000;20000;"Instagram";"Maya Santoso";84817549651
"ORD100477";"2025-09-11";"Soup sayur";2;50000;25000;"Instagram";"Budi Putri";81355690927
"ORD102004";"2025-06-26";"Nasi Box Vegan";4;120000;30000;"Instagram";"Citra Budiyanto";87072867908
"ORD102367";"2025-06-12";"Salad Ayam";1;40000;40000;"WhatsApp";"Laras Kusuma";86401658202
"ORD102290";"2025-05-29";"Nasi Box Vegan";1;25000;25000;"WhatsApp";"Ika Kusuma";87334843443
"ORD102161";"2025-09-08";"Soup Sayur";1;20000;20000;"Instagram";"Dewi Harto";87859696915
"ORD101488";"2025-08-06";"Salad Ayam";3;90000;30000;"Instagram";"Laras Kusuma";88262045053
"ORD102471";"2025-09-11";"Nasi box vegan";1;30000;30000;"Instagram";"Putu Santoso";89859317461
"ORD100503";"2025-07-10";"snack box";4;60000;15000;"Instagram";"Budi Putri";84629960653
"ORD100831";"2025-04-04";"Nasi Box Ayam";5;150000;30000;"WhatsApp";"Nina Santoso";84223253672
"ORD101751";"2025-09-08";"Salad Ayam";4;120000;30000;"Instagram";"Kiki Permana";81473799650
"ORD100360";"2025-04-20";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Tono Wicaksono";88819148580
"ORD102394";"2025-09-08";"Snack Box";1;15000;15000;"WhatsApp";"Laras Budiyanto";81814124782
"ORD100341";"2025-04-04";"Nasi box vegan";2;60000;30000;"WhatsApp";"Sari Harto";80862118233
"ORD100677";"2025-08-21";"Nasi Box Vegan";1;25000;25000;"Instagram";"Andi Wijaya";86608801994
"ORD101174";"2025-07-07";"Nasi Box Ayam";4;120000;30000;"Instagram";"Andi Budiyanto";82400842710
"ORD101236";"2025-07-27";"Nasi Box Ayam";1;20000;20000;"Instagram";"Dewi Wijaya";83055488510
"ORD100098";"2025-07-05";"Nasi Box Ayam";1;20000;20000;"WhatsApp";"Ochi Harto";87407482175
"ORD100728";"2025-07-17";"Soup Sayur";1;25000;25000;"Instagram";"Eka Putri";86984858333
"ORD100280";"2025-09-13";"Soup Sayur";1;25000;25000;"Instagram";"Joko Wijaya";81739348356
"ORD101004";"2025-08-31";"Nasi box vegan";5;150000;30000;"WhatsApp";"Nina Kusuma";81251778528
"ORD101268";"2025-06-28";"Salad Ayam";1;30000;30000;"Instagram";"Ochi Kusuma";80104328986
"ORD101707";"2025-07-22";"snack box";1;15000;15000;"Instagram";"Tono Saputra";85328710122
"ORD101207";"2025-08-05";"Soup Sayur";1;20000;20000;"Instagram";"Tono Permana";80848872563
"ORD101102";"2025-08-24";"Soup Sayur";5;100000;20000;"Instagram";"Eka Wijaya";89933083301
"ORD100874";"2025-05-20";"Salad Ayam";1;30000;30000;"Instagram";"Joko Santoso";81938026206
"ORD100076";"2025-09-24";"Snack box";3;45000;15000;"WhatsApp";"Putu Wicaksono";89979955271
